Lot,Pen,Tag Color,Program Type,Breed,Zone,In Date,Ship Date,DOF,DBS,30 Month Date,In Wt,Current Wt,Sex,Risk,Owner,Origin,Buyer,Receive,Live,Home,Buller,Hosp,Hosp%,Ship,Dead,Dead%,Transfer Out,1st Pull,1st Pull%,2nd Pull,2nd Pull%,Total Pull,Total Pull%,Railed,Railed%,Mass Proc $,Mass Proc $/hd,Mass Trmt $,Mass Trmt $/hd,Trmt $,Trmt $/hd,4D Avg,4D DM Avg,7D Avg,7D DM Avg,14D Avg,14D DM Avg,Fed/Hd,DM Fed/Hd,Ration,Phase,DOP,DOR,ADG,Avg Dly Cst,LTD Avg,LTD DM Avg,DTTR,CV% 4D,CV% 4D DM,CV% 7D,CV% 7D DM,CV% 14D,CV% 14D DM,CV% LTD,CV% LTD DM,Note,Area/Hd,Lot Desc,...71
302,209,ORANGE,NA,NA,NA,10/16/23,10/14/25,240,490,NA,691,891,Steer,Unknown,1NC.,10 KS,NA,37,37,37,0,0,0.00,0,0,0.00,0,6.00,16.22,1.00,16.67,7.00,18.92,0,0.00,622.51,16.82,0.00,0.00,167.16,4.52,34.8,23.5,34.4,23.2,36.9,24.9,37.8,25.5,F5W,F5W,40,40,0.83,1.71,33.6,21.5,88,12.33,12.41,10.37,10.40,10.35,10.35,13.07,18.43,NA,0,NA,NA
302,BURDICK,ORANGE,NA,NA,NA,10/16/23,11/12/25,240,519,NA,685,781,Steer,Unknown,1NC.,11 KS,"Anderson, Junior",719,712,712,0,0,0.00,1,6,0.83,0,57.00,7.93,17.00,29.82,80.00,11.13,1,0.14,"11,163.83",15.53,0.00,0.00,"1,533.29",2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,DFTPHS,103,103,0.40,0.51,21.2,11.9,0,0.00,0.00,0.00,0.00,0.00,0.00,19.29,18.06,NA,0,NA,NA
302,FLINN,ORANGE,NA,NA,NA,10/16/23,10/15/25,240,491,NA,571,880,Steer,Unknown,1NC.,11 KS,"Anderson, Junior",23,23,23,0,0,0.00,0,0,0.00,0,9.00,39.13,4.00,44.44,14.00,60.87,0,0.00,301.08,13.09,0.00,0.00,339.59,14.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,GRASS,55,55,1.29,0.15,21.6,12.4,0,0.00,0.00,0.00,0.00,0.00,0.00,54.99,53.38,NA,0,NA,NA
302,HAYPEN,ORANGE,NA,NA,NA,10/16/23,10/15/25,240,491,NA,610,614,Steer,Unknown,1NC.,11 KS,"Anderson, Junior",10,3,3,0,0,0.00,3,4,40.00,0,5.00,50.00,2.00,40.00,8.00,80.00,3,30.00,80.33,8.03,0.00,0.00,146.72,14.67,0.0,0.0,0.8,0.4,0.8,0.4,0.0,0.0,NA,DFTPHS,138,138,0.02,0.53,14.9,8.6,0,0.00,0.00,0.00,0.00,10.83,15.56,74.57,75.33,NA,0,NA,NA
302,SH1,ORANGE,NA,NA,NA,10/16/23,10/15/25,240,491,NA,680,619,Steer,Unknown,1NC.,11 KS,"Anderson, Junior",1,1,1,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,7.77,7.77,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,GRASS,123,81,-0.25,0.81,22.6,12.6,0,0.00,0.00,0.00,0.00,0.00,0.00,29.51,29.79,NA,0,NA,NA
302,SO2,ORANGE,NA,NA,NA,10/16/23,11/12/25,240,519,NA,669,822,Steer,Unknown,1NC.,11 KS,"Anderson, Junior",6,6,6,0,0,0.00,0,0,0.00,0,2.00,33.33,1.00,50.00,3.00,50.00,0,0.00,91.83,15.31,0.00,0.00,65.90,10.98,32.9,18.6,33.1,18.7,32.4,18.3,32.2,18.1,NA,DFTPHS,6,6,0.64,0.79,26.2,14.8,0,1.53,1.59,4.43,4.37,4.19,4.06,27.71,26.84,NA,0,NA,NA
302,W5,ORANGE,NA,NA,NA,10/16/23,11/12/25,240,519,NA,652,862,Steer,Unknown,1NC.,11 KS,"Anderson, Junior",1,1,1,0,0,0.00,0,0,0.00,0,1.00,100.00,1.00,100.00,3.00,300.00,0,0.00,15.00,15.00,0.00,0.00,79.18,79.18,32.8,18.1,33.2,18.3,32.3,17.9,32.2,17.8,GRASS,GRASS,85,85,0.88,1.04,26.1,14.7,0,1.52,1.48,5.39,5.36,5.68,5.56,30.08,28.74,NA,0,NA,NA
303,201,YELLOW,NA,NA,NA,10/16/23,02/01/25,240,235,NA,600,"1,057",Steer,Unknown,1NC.,12 KS,NA,10,10,10,0,0,0.00,0,0,0.00,0,4.79,47.89,1.13,23.53,6.20,61.97,0,0.00,161.20,16.12,0.00,0.00,150.62,15.06,46.4,31.4,44.0,29.7,42.5,28.7,41.2,27.8,F5W,F5W,40,40,1.90,1.49,34.5,22.2,81,14.06,14.14,13.14,13.21,10.36,10.38,22.68,24.20,NA,0,NA,NA
303,105,YELLOW,NA,NA,NA,10/16/23,07/09/25,240,393,NA,600,957,Steer,Unknown,1NC.,12 KS,NA,1,1,1,0,0,0.00,0,0,0.00,0,1.00,100.00,1.00,100.00,3.00,300.00,0,0.00,6.92,6.92,0.00,0.00,65.88,65.88,37.3,25.2,35.5,24.0,39.4,26.6,43.8,29.6,F5W,F5W,40,40,1.49,0.93,30.6,19.3,343,13.28,13.29,13.51,13.50,18.95,18.95,28.55,33.56,NA,0,NA,NA
303,102,YELLOW,NA,NA,NA,10/16/23,07/09/25,240,393,NA,600,"1,034",Steer,Unknown,1NC.,12 KS,NA,29,29,29,0,0,0.00,0,0,0.00,0,19.00,65.52,3.00,15.79,22.00,75.86,0,0.00,536.40,18.50,0.00,0.00,593.38,20.46,39.3,26.6,39.2,26.5,38.7,26.2,39.0,26.4,F5W,F5W,40,40,1.81,1.39,31.4,20.3,88,1.36,1.26,1.16,1.11,1.96,1.93,16.96,21.63,NA,0,NA,NA
303,204,YELLOW,NA,NA,NA,10/16/23,02/01/25,240,235,NA,600,"1,057",Steer,Unknown,1NC.,12 KS,NA,29,29,29,0,0,0.00,0,0,0.00,0,13.89,47.89,3.27,23.53,17.97,61.97,0,0.00,467.48,16.12,0.00,0.00,436.80,15.06,39.0,26.4,38.3,25.9,40.1,27.1,40.9,27.7,F5W,F5W,40,40,1.90,1.48,37.1,24.3,489,2.89,2.93,3.25,3.34,6.44,6.42,66.31,65.91,NA,0,NA,NA
303,205,YELLOW,NA,NA,NA,10/16/23,02/01/25,240,235,NA,600,"1,057",Steer,Unknown,1NC.,12 KS,NA,34,32,32,0,0,0.00,0,2,5.88,0,15.32,45.07,3.61,23.53,19.83,58.33,0,0.00,548.08,16.12,0.00,0.00,481.99,14.18,41.4,28.0,40.9,27.7,41.0,27.7,43.5,29.4,F5W,F5W,40,40,1.90,1.46,34.4,22.1,81,5.46,5.48,4.88,4.88,3.83,3.84,49.67,43.12,NA,0,NA,NA
303,BURDICK,YELLOW,NA,NA,NA,10/16/23,07/09/25,240,393,NA,600,774,Steer,Unknown,1NC.,12 KS,NA,4,4,4,0,0,0.00,0,0,0.00,0,4.00,100.00,2.00,50.00,9.00,225.00,0,0.00,72.73,18.18,0.00,0.00,142.87,35.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,DFTPHS,103,103,0.73,0.08,21.2,11.9,0,0.00,0.00,0.00,0.00,0.00,0.00,19.29,18.06,NA,0,NA,NA
303,FLINN,YELLOW,NA,NA,NA,10/16/23,07/09/25,240,393,NA,600,636,Steer,Unknown,1NC.,12 KS,NA,1,1,1,0,0,0.00,0,0,0.00,0,1.00,100.00,0.00,0.00,1.00,100.00,0,0.00,21.43,21.43,0.00,0.00,22.79,22.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,GRASS,55,55,0.15,0.12,21.6,12.4,0,0.00,0.00,0.00,0.00,0.00,0.00,54.99,53.38,NA,0,NA,NA
303,HAYPEN,YELLOW,NA,NA,NA,10/16/23,07/09/25,240,393,NA,600,"1,076",Steer,Unknown,1NC.,12 KS,NA,3,2,2,0,0,0.00,0,1,33.33,0,3.00,100.00,2.00,66.67,5.00,166.67,0,0.00,28.20,9.40,0.00,0.00,139.59,46.53,0.0,0.0,0.8,0.4,0.8,0.4,0.0,0.0,NA,DFTPHS,138,138,1.98,0.60,14.9,8.6,0,0.00,0.00,0.00,0.00,10.83,15.56,74.57,75.33,NA,0,NA,NA
304,BURDICK,NA,NA,NA,NA,12/07/23,10/03/25,188,479,NA,550,774,Mixed,Unknown,1NC.,13 KS,NA,4,4,4,0,0,0.00,0,0,0.00,0,1.00,25.00,0.00,0.00,1.00,25.00,0,0.00,67.96,16.99,0.00,0.00,24.73,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,DFTPHS,103,103,1.19,0.67,21.2,11.9,0,0.00,0.00,0.00,0.00,0.00,0.00,19.29,18.06,NA,0,NA,NA
304,105,NA,NA,NA,NA,12/07/23,10/03/25,188,479,NA,550,"1,077",Mixed,Unknown,1NC.,13 KS,NA,1,1,1,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,7.81,7.81,0.00,0.00,0.00,0.00,37.3,25.2,35.5,24.0,39.4,26.6,43.8,29.6,F5W,F5W,40,40,2.80,1.67,30.6,19.3,343,13.28,13.29,13.51,13.50,18.95,18.95,28.55,33.56,NA,0,NA,NA
304,102,NA,NA,NA,NA,12/07/23,10/03/25,188,479,NA,550,978,Mixed,Unknown,1NC.,13 KS,NA,17,17,17,0,0,0.00,0,0,0.00,0,8.00,47.06,1.00,12.50,9.00,52.94,0,0.00,286.39,16.85,0.00,0.00,261.37,15.37,39.3,26.6,39.2,26.5,38.7,26.2,39.0,26.4,F5W,F5W,40,40,2.28,1.76,31.4,20.3,88,1.36,1.26,1.16,1.11,1.96,1.93,16.96,21.63,NA,0,NA,NA
304,HAYPEN,NA,NA,NA,NA,12/07/23,10/03/25,188,479,NA,550,"1,077",Mixed,Unknown,1NC.,13 KS,NA,1,1,1,0,0,0.00,0,0,0.00,0,1.00,100.00,0.00,0.00,1.00,100.00,0,0.00,7.81,7.81,0.00,0.00,31.19,31.19,0.0,0.0,0.8,0.4,0.8,0.4,0.0,0.0,NA,DFTPHS,138,138,2.80,0.82,14.9,8.6,0,0.00,0.00,0.00,0.00,10.83,15.56,74.57,75.33,NA,0,NA,NA
304,W5,NA,NA,NA,NA,12/07/23,10/03/25,188,479,NA,550,831,Mixed,Unknown,1NC.,13 KS,NA,9,9,9,0,0,0.00,0,0,0.00,0,1.00,11.11,0.00,0.00,1.00,11.11,0,0.00,59.24,6.58,0.00,0.00,22.38,2.49,32.8,18.1,33.2,18.3,32.3,17.9,32.2,17.8,GRASS,GRASS,85,85,1.49,1.16,26.1,14.7,0,1.52,1.48,5.39,5.36,5.68,5.56,30.08,28.74,NA,0,NA,NA
305,105,NA,NA,NA,NA,02/17/24,10/08/25,116,484,NA,550,726,Heifer,Unknown,1NC.,5MCC,NA,7,7,7,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,101.71,14.53,0.00,0.00,0.00,0.00,37.3,25.2,35.5,24.0,39.4,26.6,43.8,29.6,F5W,F5W,40,40,1.52,2.32,30.6,19.3,343,13.28,13.29,13.51,13.50,18.95,18.95,28.55,33.56,NA,0,NA,NA
305,106,NA,NA,NA,NA,02/17/24,10/02/24,116,113,NA,750,"1,156",Steer,Unknown,1NC.,5MCC,NA,103,103,103,0,0,0.00,0,0,0.00,0,10.00,9.71,3.00,30.00,13.00,12.62,0,0.00,"1,415.05",13.74,0.00,0.00,509.73,4.95,38.6,26.1,39.6,26.8,40.2,27.2,41.1,27.7,F5W,F5W,40,40,3.50,2.25,32.4,21.1,31,6.59,6.53,6.15,6.16,5.39,5.34,22.85,26.12,NA,0,NA,NA
305,BURDICK,NA,NA,NA,NA,02/17/24,10/02/24,116,113,NA,750,"1,046",Steer,Unknown,1NC.,5MCC,NA,26,26,26,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,274.70,10.57,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,DFTPHS,103,103,2.55,0.52,21.2,11.9,0,0.00,0.00,0.00,0.00,0.00,0.00,19.29,18.06,NA,0,NA,NA
305,HAYPEN,NA,NA,NA,NA,02/17/24,10/08/25,116,484,NA,550,805,Heifer,Unknown,1NC.,5MCC,NA,2,2,2,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,13.46,6.73,0.00,0.00,0.00,0.00,0.0,0.0,0.8,0.4,0.8,0.4,0.0,0.0,NA,DFTPHS,138,138,2.20,0.51,14.9,8.6,0,0.00,0.00,0.00,0.00,10.83,15.56,74.57,75.33,NA,0,NA,NA
305,SH1,NA,NA,NA,NA,02/17/24,10/08/25,116,484,NA,550,818,Heifer,Unknown,1NC.,5MCC,NA,18,18,18,0,0,0.00,0,0,0.00,0,2.00,11.11,1.00,50.00,3.00,16.67,0,0.00,121.10,6.73,0.00,0.00,46.98,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,GRASS,123,81,2.31,1.13,22.6,12.6,0,0.00,0.00,0.00,0.00,0.00,0.00,29.51,29.79,NA,0,NA,NA
310,101,PINK,NA,NA,NA,11/06/23,12/12/25,219,549,NA,528,821,Steer,Unknown,1NC.,14 NE,"BUYER, BEN",235,230,230,0,0,0.00,4,1,0.43,0,36.00,15.32,5.00,13.89,41.00,17.45,0,0.00,"3,709.68",15.79,0.00,0.00,859.03,3.66,40.0,27.0,39.8,26.9,39.6,26.6,40.7,27.5,F5W,F5W,10,40,1.34,1.71,33.2,21.1,476,1.65,1.74,1.54,1.58,1.75,2.27,13.02,16.35,NA,0,NA,NA
310,102,PINK,NA,NA,NA,10/23/23,10/17/25,233,493,NA,505,"1,003",Steer,Unknown,1NC.,15rns,"BUYER, BEN",129,127,127,0,0,0.00,0,2,1.55,0,62.00,48.06,18.00,29.03,88.00,68.22,0,0.00,"1,986.48",15.40,0.00,0.00,"2,287.81",17.73,39.3,26.6,39.2,26.5,38.7,26.2,39.0,26.4,F5W,F5W,40,40,2.14,1.60,31.4,20.3,88,1.36,1.26,1.16,1.11,1.96,1.93,16.96,21.63,NA,0,NA,NA
310,105,PINK,NA,NA,NA,10/23/23,12/12/25,233,549,NA,512,928,Steer,Unknown,1NC.,14 NE,"BUYER, BEN",3,3,3,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,41.69,13.90,0.00,0.00,0.00,0.00,37.3,25.2,35.5,24.0,39.4,26.6,43.8,29.6,F5W,F5W,40,40,1.79,1.57,30.6,19.3,343,13.28,13.29,13.51,13.50,18.95,18.95,28.55,33.56,NA,0,NA,NA
310,201,PINK,NA,NA,NA,11/06/23,10/17/25,219,493,NA,500,796,Steer,Unknown,1NC.,15rns,"BUYER, BEN",4,4,4,0,0,0.00,0,0,0.00,0,1.18,29.41,0.00,0.00,1.18,29.41,0,0.00,59.14,14.78,0.00,0.00,32.22,8.05,46.4,31.4,44.0,29.7,42.5,28.7,41.2,27.8,F5W,F5W,40,40,1.35,1.67,34.5,22.2,81,14.06,14.14,13.14,13.21,10.36,10.38,22.68,24.20,NA,0,NA,NA
310,204,PINK,NA,NA,NA,11/06/23,10/17/25,219,493,NA,500,796,Steer,Unknown,1NC.,15rns,"BUYER, BEN",10,10,10,0,0,0.00,0,0,0.00,0,2.94,29.41,0.00,0.00,2.94,29.41,0,0.00,147.85,14.78,0.00,0.00,80.55,8.05,39.0,26.4,38.3,25.9,40.1,27.1,40.9,27.7,F5W,F5W,40,40,1.35,1.67,37.1,24.3,489,2.89,2.93,3.25,3.34,6.44,6.42,66.31,65.91,NA,0,NA,NA
310,205,PINK,NA,NA,NA,11/06/23,10/17/25,219,493,NA,500,796,Steer,Unknown,1NC.,15rns,"BUYER, BEN",3,3,3,0,0,0.00,0,0,0.00,0,0.88,29.41,0.00,0.00,0.88,29.41,0,0.00,44.35,14.78,0.00,0.00,24.16,8.05,41.4,28.0,40.9,27.7,41.0,27.7,43.5,29.4,F5W,F5W,40,40,1.35,1.67,34.4,22.1,81,5.46,5.48,4.88,4.88,3.83,3.84,49.67,43.12,NA,0,NA,NA
310,209,PINK,NA,NA,NA,10/23/23,10/17/25,233,493,NA,501,878,Steer,Unknown,1NC.,15rns,"BUYER, BEN",10,10,10,0,0,0.00,0,0,0.00,0,7.00,70.00,1.00,14.29,8.00,80.00,0,0.00,193.16,19.32,0.00,0.00,167.42,16.74,34.8,23.5,34.4,23.2,36.9,24.9,37.8,25.5,F5W,F5W,40,40,1.62,1.56,33.6,21.5,88,12.33,12.41,10.37,10.40,10.35,10.35,13.07,18.43,NA,0,NA,NA
310,BURDICK,PINK,NA,NA,NA,10/23/23,12/15/25,233,552,NA,528,758,Steer,Unknown,1NC.,14 NE,"BUYER, BEN","1,622","1,598","1,598",0,0,0.00,1,23,1.42,0,362.00,22.32,106.00,29.28,501.00,30.89,1,0.06,"22,801.85",14.06,0.00,0.00,"10,770.02",6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,DFTPHS,103,103,0.99,0.50,21.2,11.9,0,0.00,0.00,0.00,0.00,0.00,0.00,19.29,18.06,NA,0,NA,NA
310,FLINN,PINK,NA,NA,NA,10/23/23,12/15/25,233,552,NA,519,734,Steer,Unknown,1NC.,14 NE,"BUYER, BEN",98,98,98,0,0,0.00,0,0,0.00,0,36.00,36.73,12.00,33.33,50.00,51.02,0,0.00,"1,986.25",20.27,0.00,0.00,"1,201.79",12.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,GRASS,55,55,0.92,0.17,21.6,12.4,0,0.00,0.00,0.00,0.00,0.00,0.00,54.99,53.38,NA,0,NA,NA
310,HAYPEN,PINK,NA,NA,NA,10/23/23,12/15/25,233,552,NA,512,797,Steer,Unknown,1NC.,14 NE,"BUYER, BEN",87,31,31,0,0,0.00,7,49,56.32,0,54.00,62.07,42.00,77.78,137.00,157.47,7,8.05,684.25,7.86,0.00,0.00,"3,139.38",36.08,0.0,0.0,0.8,0.4,0.8,0.4,0.0,0.0,NA,DFTPHS,138,138,1.22,0.43,14.9,8.6,0,0.00,0.00,0.00,0.00,10.83,15.56,74.57,75.33,NA,0,NA,NA
310,SH1,PINK,NA,NA,NA,10/23/23,12/15/25,233,552,NA,504,742,Steer,Unknown,1NC.,14 NE,"BUYER, BEN",61,61,61,0,0,0.00,0,0,0.00,0,12.00,19.67,3.00,25.00,15.00,24.59,0,0.00,461.39,7.56,0.00,0.00,274.47,4.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,GRASS,123,81,1.02,0.79,22.6,12.6,0,0.00,0.00,0.00,0.00,0.00,0.00,29.51,29.79,NA,0,NA,NA
310,SO2,PINK,NA,NA,NA,10/23/23,12/15/25,233,552,NA,520,769,Steer,Unknown,1NC.,14 NE,"BUYER, BEN",4,4,4,0,0,0.00,0,0,0.00,0,3.00,75.00,0.00,0.00,3.00,75.00,0,0.00,57.72,14.43,0.00,0.00,118.19,29.55,32.9,18.6,33.1,18.7,32.4,18.3,32.2,18.1,NA,DFTPHS,6,6,1.07,0.94,26.2,14.8,0,1.53,1.59,4.43,4.37,4.19,4.06,27.71,26.84,NA,0,NA,NA
310,W5,PINK,NA,NA,NA,10/23/23,12/15/25,233,552,NA,520,769,Steer,Unknown,1NC.,14 NE,"BUYER, BEN",14,12,12,0,0,0.00,1,1,7.14,0,10.00,71.43,5.00,50.00,20.00,142.86,1,7.14,202.06,14.43,0.00,0.00,274.30,19.59,32.8,18.1,33.2,18.3,32.3,17.9,32.2,17.8,GRASS,GRASS,85,85,1.07,0.93,26.1,14.7,0,1.52,1.48,5.39,5.36,5.68,5.56,30.08,28.74,NA,0,NA,NA
200G,204,WHITE,NA,NA,NA,10/11/22,10/31/24,610,142,NA,516,"1,246",Steer,Unknown,1NC.,1WFI,NA,34,6,6,0,0,0.00,25,3,8.82,0,19.60,57.65,8.40,42.86,32.40,95.29,1,2.94,"1,082.11",31.83,0.00,0.00,548.45,16.13,39.0,26.4,38.3,25.9,40.1,27.1,40.9,27.7,F5W,F5W,40,40,1.20,0.23,37.1,24.3,489,2.89,2.93,3.25,3.34,6.44,6.42,66.31,65.91,NA,0,NA,NA
210B,HAYPEN,PINK,NA,NA,NA,10/29/22,04/08/24,592,-64,NA,512,"1,639",Steer,Unknown,1NC.,16 NE,NA,4,1,1,0,0,0.00,0,3,75.00,0,4.00,100.00,1.00,25.00,6.00,150.00,0,0.00,43.77,10.94,3.19,0.80,159.21,39.80,0.0,0.0,0.8,0.4,0.8,0.4,0.0,0.0,NA,DFTPHS,138,138,1.90,0.00,14.9,8.6,0,0.00,0.00,0.00,0.00,10.83,15.56,74.57,75.33,Faith South Dakota..pi4045-4163,0,NA,NA
210G,101,"ORANGE, PINK",NA,NA,NA,10/21/22,12/05/24,600,177,NA,529,"1,275",Steer,Unknown,1NC.,16 NE,NA,244,1,1,0,0,0.00,238,5,2.05,0,41.64,17.07,4.84,11.62,47.45,19.45,0,0.00,"7,522.80",30.83,78.41,0.32,678.92,2.78,40.0,27.0,39.8,26.9,39.6,26.6,40.7,27.5,F5W,F5W,10,40,1.24,0.11,33.2,21.1,476,1.65,1.74,1.54,1.58,1.75,2.27,13.02,16.35,Faith South Dakota..pi4045-4163,0,NA,NA
210G,204,"ORANGE, PINK",NA,NA,NA,10/21/22,12/05/24,600,177,NA,528,"1,394",Steer,Unknown,1NC.,16 NE,NA,"1,024",2,2,0,0,0.00,987,35,3.42,0,235.46,22.99,52.26,22.20,309.08,30.18,4,0.39,"31,877.37",31.13,364.60,0.36,"4,715.61",4.61,39.0,26.4,38.3,25.9,40.1,27.1,40.9,27.7,F5W,F5W,40,40,1.44,0.19,37.1,24.3,489,2.89,2.93,3.25,3.34,6.44,6.42,66.31,65.91,Faith South Dakota..pi4045-4163,0,NA,NA
210G,BURDICK,"ORANGE, PINK",NA,NA,NA,10/21/22,10/01/24,600,112,NA,526,"1,275",Steer,Unknown,1NC.,16 NE,NA,12,3,3,0,0,0.00,0,9,75.00,0,3.00,25.00,1.00,33.33,4.00,33.33,0,0.00,184.84,15.40,5.51,0.46,65.53,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,DFTPHS,103,103,1.25,0.00,21.2,11.9,0,0.00,0.00,0.00,0.00,0.00,0.00,19.29,18.06,Faith South Dakota..pi4045-4163,0,NA,NA
210G,HAYPEN,"ORANGE, PINK",NA,NA,NA,01/13/23,11/09/24,516,151,NA,517,"1,331",Steer,Unknown,1NC.,16 NE,NA,12,8,8,0,0,0.00,2,2,16.67,0,8.00,66.67,7.00,87.50,19.00,158.33,2,16.67,77.66,6.47,5.95,0.50,350.93,29.24,0.0,0.0,0.8,0.4,0.8,0.4,0.0,0.0,NA,DFTPHS,138,138,1.58,0.00,14.9,8.6,0,0.00,0.00,0.00,0.00,10.83,15.56,74.57,75.33,Faith South Dakota..pi4045-4163,0,NA,NA
210G,W5,"ORANGE, PINK",NA,NA,NA,10/21/22,12/05/24,600,177,NA,527,"1,394",Steer,Unknown,1NC.,16 NE,NA,1,1,1,0,0,0.00,0,0,0.00,0,0.34,34.18,0.11,30.95,0.50,50.44,0,0.00,30.88,30.88,0.37,0.37,7.43,7.43,32.8,18.1,33.2,18.3,32.3,17.9,32.2,17.8,GRASS,GRASS,85,85,1.45,0.65,26.1,14.7,0,1.52,1.48,5.39,5.36,5.68,5.56,30.08,28.74,Faith South Dakota..pi4045-4163,0,NA,NA
BB4,301,NA,NA,NA,NA,06/08/24,04/05/26,4,663,NA,550,556,Heifer,Unknown,2yne,17arn,NA,105,105,105,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.1,6.2,11.1,6.2,11.1,6.2,18.4,10.2,GRASS,GRASS,4,4,1.50,0.85,6.7,3.7,0,46.15,45.62,46.15,45.62,46.15,45.62,78.57,78.16,NA,0,NA,NA
C4,W5,YELLOW,NA,NA,NA,12/23/23,10/19/25,172,495,NA,"1,380","1,455",Heifer,Unknown,2yne,18ter,"EDWARDS, DJ",8,8,8,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,6.92,0.86,1.50,0.19,0.00,0.00,32.8,18.1,33.2,18.3,32.3,17.9,32.2,17.8,GRASS,GRASS,85,85,0.44,2.01,26.1,14.7,0,1.52,1.48,5.39,5.36,5.68,5.56,30.08,28.74,NA,0,NA,NA
COW,105,NA,NA,NA,NA,02/01/24,09/20/24,132,101,NA,"1,224","1,422",Heifer,Unknown,1NC.,19NA,NA,10,10,10,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.3,25.2,35.5,24.0,39.4,26.6,43.8,29.6,F5W,F5W,40,40,1.50,2.13,30.6,19.3,343,13.28,13.29,13.51,13.50,18.95,18.95,28.55,33.56,NA,0,NA,NA
COW,E4,NA,NA,NA,NA,03/07/24,11/08/25,97,515,NA,"1,182","1,318",Mixed,Unknown,1NC.,19NA,NA,48,33,33,0,0,0.00,15,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.6,33.7,51.7,33.1,49.7,31.5,52.7,33.8,WAGF2W,WAGF2W,15,14,1.40,2.23,41.9,24.1,86,8.15,8.20,6.68,6.74,6.86,7.73,21.34,24.67,NA,0,NA,NA
COW,OF12,NA,NA,NA,NA,05/11/24,01/11/25,32,214,NA,"1,200","1,252",Heifer,Unknown,1NC.,19NA,NA,65,16,16,0,0,0.00,49,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.3,30.3,51.3,32.0,55.3,32.4,51.2,32.8,WAGF2W,WAGF2W,7,7,1.63,2.60,46.3,26.4,25,12.15,12.11,19.40,14.09,20.17,16.48,94.07,91.83,NA,0,NA,NA
COW,W5,NA,NA,NA,NA,06/08/24,11/22/25,4,529,NA,700,706,Steer,Unknown,1NC.,19NA,NA,15,15,15,0,0,0.00,0,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.8,18.1,33.2,18.3,32.3,17.9,32.2,17.8,GRASS,GRASS,85,85,1.50,1.73,26.1,14.7,0,1.52,1.48,5.39,5.36,5.68,5.56,30.08,28.74,NA,0,NA,NA
D4,RHINER,NA,NA,NA,NA,01/13/24,12/17/25,151,554,NA,544,628,Steer,Unknown,2yne,20ter,"Anderson, Junior, EDWARDS, DJ",179,179,179,0,0,0.00,0,0,0.00,0,4.00,2.23,0.00,0.00,4.00,2.23,0,0.00,"1,140.23",6.37,0.00,0.00,29.22,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,GRASS,123,140,0.56,1.33,23.4,13.0,11,0.00,0.00,0.00,0.00,0.00,0.00,21.89,21.74,NA,0,NA,NA
